name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
nantes,2023-12-12T00:00:00,48.2,43.7,43,82.05,0,42.9,,0,0,23,10.4,278.3,1027,31.4,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-12T01:00:00,48.1,43.7,42.7,81.48,0,42.9,,0,0,22.1,9.8,278.5,1028,7.5,15,0,0,0,10,Clear,clear-night,
nantes,2023-12-12T02:00:00,46.9,42.6,42.5,84.65,0,33.3,,0,0,21,8.9,274.9,1028.7,8.2,15,0,0,0,10,Clear,clear-night,
nantes,2023-12-12T03:00:00,45.7,41.6,42.4,87.97,0,33.3,,0,0,19.9,7.9,271.2,1029.3,8.8,15,0,0,0,10,Clear,clear-night,
nantes,2023-12-12T04:00:00,44.5,40.6,42.2,91.43,0,33.3,,0,0,18.8,6.9,267.6,1030,9.5,15,0,0,0,10,Clear,clear-night,
nantes,2023-12-12T05:00:00,44.4,40.7,41.9,90.8,0,33.3,,0,0,15.1,6.7,255,1030.3,26,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-12T06:00:00,44.4,40.7,41.7,90.17,0,33.3,,0,0,11.3,6.5,242.3,1030.7,42.6,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-12T07:00:00,44.3,40.8,41.4,89.54,0,33.3,,0,0,7.6,6.3,229.7,1031,59.1,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-12T08:00:00,45.3,42,42.5,89.79,0,33.3,,0,0,11.2,6.2,231,1031.7,65.7,15,5.7,0,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-12T09:00:00,46.4,43.3,43.6,90.04,0,33.3,,0,0,14.8,6.1,232.4,1032.3,72.3,15,11.3,0.1,0,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-12T10:00:00,47.4,44.5,44.7,90.29,0,33.3,rain,0,0,18.3,6,233.7,1033,78.9,15,17,0.1,0,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-12T11:00:00,50,46.7,45.8,85.42,0,33.3,,0,0,18.6,8.1,241.1,1033,54.3,15,67.7,0.3,1,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-12T12:00:00,52.6,52.6,46.8,80.89,0,33.3,,0,0,18.9,10.2,248.6,1033,29.6,15,118.3,0.4,1,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-12T13:00:00,55.1,55.1,47.9,76.66,0.004,33.3,rain,0,0,19.2,12.3,256,1033,5,15,169,0.6,2,10,Clear,clear-day,
nantes,2023-12-12T14:00:00,54.5,54.5,47.9,78.35,0,19,,0,0,19.7,11.9,252.1,1033,5,15,186.7,0.7,2,10,Clear,clear-day,
nantes,2023-12-12T15:00:00,53.9,53.9,47.9,80.08,0,19,,0,0,20.1,11.6,248.1,1033,5,15,204.3,0.7,2,10,Clear,clear-day,
nantes,2023-12-12T16:00:00,53.3,53.3,47.9,81.86,0,19,,0,0,20.6,11.2,244.2,1033,5,15,222,0.8,2,10,Clear,clear-day,
nantes,2023-12-12T17:00:00,51.6,51.6,47.3,85.13,0,19,,0,0,19.5,10,234.4,1033.3,36.1,15,154,0.6,2,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-12T18:00:00,49.8,46.3,46.6,88.57,0,19,,0,0,18.5,8.8,224.5,1033.7,67.2,15,86,0.3,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-12T19:00:00,48.1,44.6,45.9,92.19,0,19,,0,0,17.4,7.6,214.7,1034,98.3,15,18,0.1,0,10,Overcast,cloudy,
nantes,2023-12-12T20:00:00,48.8,45.6,46,89.94,0,23.8,,0,0,17.2,7.4,217.3,1034.3,75.8,15,12,0.1,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-12T21:00:00,49.6,46.6,46.1,87.76,0,23.8,,0,0,17,7.2,219.9,1034.7,53.3,15,6,0,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-12T22:00:00,50.3,50.3,46.1,85.63,0,23.8,,0,0,16.8,6.9,222.5,1035,30.8,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-12T23:00:00,50.3,50.3,46.5,86.61,0,23.8,,0,0,16.6,6.8,220.8,1035,53.9,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-13T00:00:00,50.4,50.4,46.9,87.6,0,23.8,,0,0,16.3,6.6,219.2,1035,76.9,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-13T01:00:00,50.4,50.4,47.2,88.6,0,23.8,,0,0,16.1,6.5,217.5,1035,100,15,0,0,0,10,Overcast,cloudy,
nantes,2023-12-13T02:00:00,50.5,50.5,47.2,88.4,0,9.5,,0,0,16.3,6.6,220,1034.7,96,15,0,0,0,10,Overcast,cloudy,
nantes,2023-12-13T03:00:00,50.6,50.6,47.2,88.21,0,9.5,,0,0,16.4,6.6,222.5,1034.3,92,15,0,0,0,10,Overcast,cloudy,
nantes,2023-12-13T04:00:00,50.6,50.6,47.2,88.01,0,9.5,,0,0,16.6,6.7,225,1034,88,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
nantes,2023-12-13T05:00:00,49.7,47.1,46.6,88.77,0,9.5,,0,0,13,6.5,221.2,1034,92,15,0,0,0,10,Overcast,cloudy,
nantes,2023-12-13T06:00:00,48.8,46.1,45.9,89.53,0,9.5,,0,0,9.5,6.3,217.3,1034,96,15,0,0,0,10,Overcast,cloudy,
nantes,2023-12-13T07:00:00,47.9,45.2,45.2,90.31,0,9.5,,0,0,6,6,213.5,1034,100,15,0,0,0,10,Overcast,cloudy,
nantes,2023-12-13T08:00:00,48.5,45.9,45.3,88.51,0,23.8,,0,0,7.2,6.1,202.7,1034,92.6,15,4,0,0,10,Overcast,cloudy,
nantes,2023-12-13T09:00:00,49.1,46.5,45.3,86.74,0,23.8,,0,0,8.4,6.2,191.9,1034,85.1,15,8,0,0,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-13T10:00:00,49.7,47.2,45.4,85.02,0,23.8,,0,0,9.6,6.3,181.1,1034,77.7,15,12,0,0,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-13T11:00:00,51.7,51.7,45.5,79.19,0,23.8,,0,0,10.4,6.8,186.6,1033.7,54.8,15,72.3,0.2,1,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-13T12:00:00,53.7,53.7,45.5,73.8,0,23.8,,0,0,11.1,7.3,192.1,1033.3,31.8,15,132.7,0.5,1,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-13T13:00:00,55.7,55.7,45.6,68.82,0,23.8,,0,0,11.9,7.8,197.6,1033,8.9,15,193,0.7,2,10,Clear,clear-day,
nantes,2023-12-13T14:00:00,55.2,55.2,45.9,70.99,0,38.1,,0,0,11.7,7.5,191,1032.7,17.9,15,202.3,0.7,2,10,Clear,clear-day,
nantes,2023-12-13T15:00:00,54.7,54.7,46.3,73.23,0,38.1,,0,0,11.6,7.1,184.4,1032.3,27,15,211.7,0.8,2,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-13T16:00:00,54.2,54.2,46.7,75.54,0.004,38.1,rain,0,0,11.4,6.7,177.8,1032,36,15,221,0.8,2,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-13T17:00:00,52.2,52.2,46.1,79.59,0,38.1,,0,0,10.7,6.9,173.4,1032,25.7,15,152.7,0.6,2,10,Partially cloudy,partly-cloudy-day,
nantes,2023-12-13T18:00:00,50.2,50.2,45.5,83.89,0,38.1,,0,0,9.9,7,168.9,1032,15.3,15,84.3,0.3,0,10,Clear,clear-night,
nantes,2023-12-13T19:00:00,48.1,44.8,44.9,88.49,0,38.1,,0,0,9.2,7.2,164.5,1032,5,15,16,0.1,0,10,Clear,clear-night,
nantes,2023-12-13T20:00:00,47.3,43.9,44.4,89.67,0,28.6,,0,0,10.1,7.1,165.3,1031.7,4.8,15,10.7,0.1,0,10,Clear,clear-night,
nantes,2023-12-13T21:00:00,46.4,42.9,43.9,90.88,0,28.6,,0,0,11.1,7,166.1,1031.3,4.7,15,5.3,0,0,10,Clear,clear-night,
nantes,2023-12-13T22:00:00,45.6,41.9,43.4,92.1,0,28.6,,0,0,12.1,6.9,166.9,1031,4.5,15,0,0,0,10,Clear,clear-night,
nantes,2023-12-13T23:00:00,45.2,41.4,43.1,92.3,0,28.6,,0,0,11.6,6.9,168.4,1030.7,3.4,15,0,0,0,10,Clear,clear-night,
